championId,win,ban,version
16,0,5,8.8
8,0,164,8.8
201,1,25,8.8
121,1,-1,8.8
51,0,48,8.8
14,0,121,8.8
13,0,-1,8.8
432,0,420,8.8
81,0,163,8.8
27,0,164,8.8
27,1,14,8.8
63,1,25,8.8
5,0,27,8.8
43,1,497,8.8
24,0,-1,8.8
72,0,2,8.8
202,1,24,8.8
14,0,5,8.8
81,0,51,8.8
5,1,114,8.8
498,0,121,8.8
81,1,121,8.8
8,1,5,8.8
81,1,497,8.8
498,0,5,8.8
85,0,145,8.8
91,1,25,8.8
64,1,76,8.8
16,1,13,8.8
76,0,72,8.8
8,1,145,8.8
516,0,-1,8.8
25,0,121,8.8
