championId,win,ban,version
18,0,50,8.5
55,0,28,8.5
12,1,154,8.5
96,0,2,8.5
24,0,164,8.5
69,1,2,8.5
43,0,3,8.5
13,0,-1,8.5
13,1,45,8.5
69,1,498,8.5
516,1,13,8.5
14,0,8,8.5
96,0,497,8.5
50,0,2,8.5
3,1,13,8.5
164,0,-1,8.5
54,1,412,8.5
121,0,110,8.5
18,1,268,8.5
201,1,76,8.5
40,1,13,8.5
114,0,24,8.5
81,0,498,8.5
67,1,2,8.5
201,0,50,8.5
121,0,164,8.5
50,0,28,8.5
43,1,76,8.5
13,1,2,8.5
3,0,164,8.5
126,0,164,8.5
150,0,223,8.5
41,1,76,8.5
142,0,164,8.5
16,0,3,8.5
81,0,14,8.5
163,1,223,8.5
59,0,72,8.5
497,0,-1,8.5
51,0,-1,8.5
44,1,223,8.5
35,1,154,8.5
3,1,121,8.5
41,0,14,8.5
18,0,50,8.5
75,1,28,8.5
497,0,121,8.5
223,1,18,8.5
223,1,13,8.5
16,0,164,8.5
498,0,164,8.5
58,0,13,8.5
8,1,3,8.5
113,1,121,8.5
13,0,38,8.5
13,1,7,8.5
81,0,72,8.5
13,1,-1,8.5
110,1,76,8.5
40,1,268,8.5
44,0,2,8.5
142,0,164,8.5
150,0,498,8.5
121,1,164,8.5
245,1,76,8.5
201,1,7,8.8
107,0,25,8.8
142,1,121,8.8
41,0,121,8.8
28,0,145,8.8
8,1,121,8.8
7,1,27,8.8
121,1,157,8.8
81,0,121,8.8
41,0,25,8.8
54,1,69,8.8
126,1,12,8.8
164,1,58,8.8
40,1,-1,8.8
516,1,39,8.8
113,0,-1,8.8
223,1,121,8.8
105,1,145,8.8
25,1,164,8.8
497,0,164,8.8
7,0,145,8.8
12,0,7,8.8
27,0,121,8.8
145,0,121,8.8
136,1,51,8.8
25,1,14,8.8
412,0,5,8.8
64,1,41,8.8
114,0,76,8.8
43,1,24,8.8
2,1,7,8.8
121,1,51,8.8
245,1,39,8.8
81,0,111,8.8
43,0,121,8.8
39,1,145,8.8
2,1,145,8.8
5,1,145,8.8
27,0,122,8.8
81,1,497,8.8
81,0,145,8.8
164,0,497,8.8
143,0,7,8.8
38,0,69,8.8
24,1,13,8.8
39,0,122,8.8
497,0,7,8.8
7,1,24,8.8
5,0,76,8.8
2,0,145,8.8
163,1,69,8.8
134,0,145,8.8
12,1,39,8.8
114,1,121,8.8
30,0,41,8.8
21,0,30,8.8
498,0,163,8.8
25,0,51,8.8
222,0,145,8.8
202,0,5,8.8
421,0,223,8.8
429,0,7,8.8
266,1,2,8.8
497,1,13,8.8
39,1,164,8.8
63,1,39,8.8
142,0,51,8.8
98,0,76,8.8
12,0,268,8.7
119,0,13,8.7
43,1,5,8.7
2,0,5,8.7
51,0,13,8.7
421,0,164,8.7
412,1,145,8.8
126,0,-1,8.8
64,0,163,8.7
412,1,25,8.7
164,0,25,8.7
103,1,41,8.7
498,0,223,8.6
101,0,2,8.6
8,1,268,8.6
69,0,13,8.6
121,1,145,8.6
2,0,145,8.6
75,1,164,8.6
498,0,121,8.6
59,1,8,8.6
145,0,268,8.6
145,1,50,8.6
143,1,145,8.6
24,1,268,8.6
126,1,164,8.6
38,0,-1,8.6
41,0,81,8.6
202,0,223,8.6
50,0,-1,8.6
69,1,121,8.6
25,0,-1,8.6
9,0,157,8.6
8,0,50,8.6
81,0,145,8.6
136,1,12,8.6
164,0,13,8.6
68,1,164,8.5
114,0,497,8.5
69,1,-1,8.5
268,0,-1,8.5
121,1,163,8.5
14,0,223,8.5
12,0,28,8.5
126,1,164,8.5
72,0,14,8.5
81,0,164,8.5
105,1,164,8.5
113,0,498,8.5
13,0,-1,8.5
50,1,223,8.5
16,1,72,8.5
12,0,-1,8.5
16,1,-1,8.5
78,1,50,8.5
51,1,13,8.5
30,0,28,8.5
105,1,164,8.5
421,1,223,8.5
42,0,145,8.5
14,0,121,8.5
163,1,497,8.5
113,1,163,8.5
98,1,154,8.5
223,0,13,8.4
121,1,-1,8.4
164,1,3,8.4
8,1,-1,8.4
72,1,223,8.4
35,0,-1,8.4
12,1,-1,8.4
38,1,8,8.4
72,0,14,8.4
498,1,13,8.8
1,0,497,8.8
412,1,39,8.8
24,0,-1,8.8
41,0,498,8.8
22,1,25,8.8
164,1,8,8.8
110,0,498,8.8
5,0,-1,8.8
114,1,76,8.8
81,1,41,8.8
81,1,145,8.8
121,1,157,8.8
122,1,25,8.8
121,0,38,8.8
429,0,497,8.8
122,0,114,8.8
429,0,25,8.8
157,1,164,8.8
41,1,50,8.8
223,1,69,8.7
59,0,29,8.7
91,0,13,8.7
2,1,164,8.7
76,0,5,8.7
432,1,497,8.7
5,1,145,8.7
497,1,24,8.7
64,0,145,8.7
64,1,13,8.7
39,0,-1,8.7
14,1,145,8.7
12,1,54,8.7
134,0,145,8.7
222,0,145,8.7
164,1,5,8.7
117,0,164,8.7
145,0,24,8.7
12,1,41,8.7
432,1,121,8.7
201,1,13,8.7
25,1,39,8.7
24,0,25,8.7
163,0,2,8.7
64,0,145,8.7
69,0,164,8.7
498,0,223,8.7
223,0,268,8.7
25,1,59,8.7
245,0,-1,8.7
154,1,25,8.7
81,1,12,8.7
222,1,268,8.7
164,1,121,8.7
163,1,50,8.7
110,0,38,8.7
134,0,50,8.7
498,1,5,8.7
51,0,-1,8.7
40,0,145,8.7
64,0,25,8.7
412,1,12,8.7
59,1,24,8.6
412,0,121,8.6
48,0,223,8.6
14,0,2,8.6
268,0,2,8.6
43,1,-1,8.6
81,1,28,8.6
81,0,121,8.6
12,0,164,8.6
8,0,28,8.6
81,1,121,8.6
51,0,24,8.6
432,0,113,8.6
145,0,76,8.6
40,0,41,8.6
142,0,24,8.6
24,1,154,8.6
64,1,145,8.6
12,1,-1,8.6
145,1,76,8.6
50,0,497,8.6
51,1,28,8.6
268,0,107,8.6
223,1,2,8.6
59,1,-1,8.6
13,0,2,8.6
14,1,223,8.6
412,0,-1,8.6
27,0,121,8.6
72,0,7,8.8
50,1,145,8.8
81,1,105,8.8
25,0,145,8.8
14,0,142,8.7
72,0,2,8.7
55,0,114,8.7
2,0,498,8.7
53,1,39,8.7
50,1,145,8.6
69,0,142,8.6
412,1,51,8.6
8,1,13,8.6
5,0,223,8.6
8,0,223,8.6
145,0,50,8.6
89,1,121,8.6
3,1,7,8.6
19,1,145,8.6
163,1,50,8.6
114,0,-1,8.6
81,1,-1,8.6
53,1,223,8.6
42,0,86,8.6
164,1,60,8.6
12,1,145,8.6
223,1,72,8.6
24,1,76,8.6
223,0,8,8.6
44,1,-1,8.6
12,0,8,8.6
202,0,2,8.6
25,1,223,8.6
14,0,41,8.6
498,0,3,8.6
2,1,76,8.6
103,0,-1,8.6
41,0,2,8.6
121,0,223,8.6
498,0,28,8.6
268,0,201,8.6
101,0,121,8.6
223,1,7,8.6
91,0,145,8.6
12,0,114,8.6
59,1,14,8.5
106,1,497,8.5
76,0,41,8.5
121,0,498,8.5
110,1,164,8.5
105,1,268,8.5
41,0,39,8.8
64,1,164,8.8
497,1,5,8.8
51,1,5,8.8
497,1,105,8.8
25,1,145,8.8
114,1,498,8.8
136,0,145,8.8
81,1,145,8.8
432,0,145,8.8
136,1,-1,8.8
27,0,51,8.8
81,0,25,8.8
16,0,-1,8.8
412,0,121,8.8
7,0,5,8.8
412,1,25,8.8
497,1,163,8.7
497,1,-1,8.7
163,1,43,8.7
81,0,122,8.7
101,0,121,8.7
145,0,5,8.7
25,0,121,8.7
164,0,13,8.7
78,0,51,8.7
154,0,145,8.7
13,0,498,8.7
38,0,68,8.7
157,0,51,8.7
18,1,5,8.7
121,1,157,8.7
13,0,39,8.7
64,0,41,8.7
201,1,50,8.7
40,0,39,8.7
21,0,498,8.7
43,1,12,8.7
202,1,-1,8.7
421,0,157,8.7
164,0,-1,8.7
163,0,223,8.7
40,1,79,8.7
81,1,29,8.7
27,0,268,8.7
222,0,498,8.7
81,0,498,8.7
105,0,29,8.7
105,1,25,8.7
25,0,498,8.7
39,0,145,8.7
5,1,268,8.7
72,1,142,8.7
25,1,121,8.7
98,0,223,8.7
114,0,13,8.6
13,0,-1,8.6
223,1,50,8.6
223,1,51,8.6
497,1,51,8.6
114,1,64,8.6
497,1,2,8.6
64,1,2,8.6
142,0,145,8.6
12,0,-1,8.6
50,1,121,8.6
48,1,164,8.6
27,0,498,8.6
145,1,136,8.6
113,1,268,8.6
41,1,3,8.6
61,1,2,8.6
114,0,5,8.6
18,0,154,8.6
13,1,268,8.6
14,1,223,8.6
268,1,-1,8.6
81,1,145,8.6
14,0,50,8.6
145,0,7,8.6
98,1,-1,8.6
50,1,69,8.6
51,0,497,8.6
79,1,50,8.6
142,1,223,8.6
40,0,13,8.6
25,1,41,8.6
80,1,164,8.6
56,0,41,8.6
497,1,-1,8.8
104,1,121,8.8
145,0,121,8.8
143,1,41,8.8
38,0,145,8.8
2,0,268,8.8
136,1,41,8.8
40,1,145,8.8
498,0,104,8.8
76,0,497,8.8
121,1,76,8.8
122,0,497,8.8
51,0,5,8.8
48,0,164,8.8
13,0,41,8.8
498,0,81,8.8
164,0,497,8.8
497,1,-1,8.8
40,0,-1,8.8
60,1,121,8.8
268,0,39,8.8
142,0,-1,8.8
43,1,25,8.8
16,0,20,8.8
121,1,39,8.8
163,1,13,8.8
497,0,5,8.8
11,1,5,8.8
7,1,497,8.8
59,0,164,8.8
91,0,7,8.8
64,1,163,8.8
497,1,163,8.8
64,1,164,8.8
105,1,121,8.8
122,0,223,8.8
72,0,142,8.8
25,0,69,8.8
498,0,5,8.8
5,1,51,8.8
89,0,51,8.8
497,1,121,8.8
127,0,-1,8.8
142,1,13,8.8
7,1,497,8.8
202,1,142,8.8
121,0,25,8.8
14,0,-1,8.8
81,1,420,8.8
202,1,13,8.8
498,0,-1,8.8
154,1,164,8.8
8,0,498,8.8
101,0,25,8.8
18,0,145,8.8
96,0,74,8.8
64,0,121,8.8
18,0,145,8.8
150,0,498,8.8
39,0,122,8.8
72,0,39,8.8
8,1,-1,8.8
90,1,2,8.8
497,0,145,8.8
64,1,145,8.8
412,0,25,8.8
223,1,25,8.8
81,0,145,8.8
25,1,-1,8.8
497,1,5,8.8
25,0,13,8.8
121,1,7,8.8
48,1,121,8.8
154,0,7,8.8
76,1,497,8.7
498,1,-1,8.7
13,1,121,8.7
12,1,497,8.7
90,0,39,8.7
64,1,-1,8.7
51,1,24,8.6
69,0,13,8.5
245,1,50,8.5
113,0,268,8.5
24,0,121,8.5
12,1,121,8.5
14,0,121,8.5
164,0,110,8.5
72,1,41,8.5
145,0,223,8.5
24,0,5,8.5
4,0,498,8.5
8,0,50,8.5
113,0,-1,8.5
498,1,81,8.5
497,0,114,8.5
154,0,-1,8.5
113,0,497,8.5
5,0,2,8.5
41,1,4,8.5
245,0,-1,8.5
121,0,223,8.5
38,0,3,8.5
12,1,223,8.5
81,1,268,8.5
113,1,13,8.5
12,1,41,8.5
498,0,50,8.5
13,1,267,8.5
59,1,8,8.5
72,1,145,8.5
18,1,13,8.5
51,0,12,8.5
81,1,154,8.5
13,1,24,8.5
164,0,121,8.5
223,1,145,8.5
51,0,81,8.5
50,0,126,8.5
41,0,2,8.5
13,0,2,8.5
43,1,223,8.5
104,0,164,8.5
268,0,114,8.5
134,0,3,8.5
201,0,497,8.5
122,1,164,8.5
9,0,113,8.5
26,1,13,8.5
142,0,-1,8.5
44,1,3,8.5
14,1,154,8.5
223,0,13,8.5
201,0,53,8.5
81,1,497,8.5
164,1,9,8.5
201,0,3,8.5
31,0,-1,8.5
81,1,497,8.5
18,0,121,8.5
5,1,223,8.5
51,1,40,8.5
236,1,12,8.5
164,1,145,8.8
202,0,2,8.8
498,1,5,8.8
114,0,-1,8.8
81,1,27,8.8
202,1,5,8.8
8,1,2,8.8
96,0,27,8.8
145,0,497,8.8
136,1,38,8.8
18,1,121,8.8
498,1,28,8.8
223,0,81,8.8
223,1,25,8.8
412,0,497,8.8
12,1,122,8.7
498,1,50,8.7
12,0,14,8.7
107,0,39,8.7
202,0,24,8.7
8,1,145,8.7
154,1,2,8.7
12,0,-1,8.7
9,1,-1,8.7
40,1,145,8.7
48,0,145,8.7
13,1,86,8.6
110,1,145,8.6
75,0,13,8.6
2,1,50,8.6
31,1,498,8.6
163,0,268,8.6
14,0,3,8.6
201,0,50,8.6
81,1,498,8.6
202,0,72,8.5
163,0,50,8.5
89,1,14,8.5
48,1,2,8.5
18,1,-1,8.5
43,0,91,8.5
50,0,268,8.5
59,1,72,8.5
498,1,38,8.5
14,1,113,8.5
114,1,24,8.5
38,1,13,8.5
111,1,20,8.5
223,1,69,8.5
110,0,34,8.5
14,0,64,8.5
142,0,50,8.5
44,1,113,8.5
268,0,145,8.5
24,1,223,8.5
59,0,498,8.5
16,0,41,8.5
98,0,2,8.5
43,1,223,8.5
223,0,498,8.5
12,1,41,8.5
121,1,41,8.5
497,1,69,8.5
43,1,2,8.5
498,1,84,8.5
164,1,154,8.5
40,0,24,8.5
5,1,12,8.5
164,0,55,8.5
96,1,102,8.5
412,1,72,8.5
102,1,110,8.5
113,1,55,8.5
53,0,223,8.5
13,1,113,8.5
51,1,41,8.5
81,1,3,8.5
63,0,3,8.5
498,0,201,8.5
8,0,110,8.5
59,0,113,8.5
13,0,14,8.4
114,0,-1,8.4
154,0,41,8.4
113,0,164,8.4
38,0,59,8.4
59,0,13,8.4
163,1,164,8.4
136,0,223,8.4
268,0,110,8.4
3,0,164,8.4
222,1,-1,8.4
2,0,150,8.4
268,0,164,8.4
64,0,41,8.4
12,0,41,8.4
114,0,33,8.4
145,0,121,8.8
81,1,2,8.8
12,1,3,8.8
497,0,51,8.8
145,0,76,8.8
81,1,8,8.8
81,1,145,8.8
89,1,121,8.8
13,1,114,8.8
72,1,5,8.8
81,0,2,8.7
98,0,81,8.7
164,1,498,8.7
154,1,126,8.6
145,1,12,8.6
24,0,145,8.6
81,0,121,8.6
41,1,25,8.6
24,0,145,8.6
163,0,2,8.6
223,1,121,8.6
8,1,498,8.6
12,0,59,8.6
113,1,497,8.6
154,0,38,8.6
102,1,164,8.6
43,0,-1,8.6
96,0,51,8.6
81,1,154,8.6
141,1,121,8.6
81,1,2,8.6
51,1,145,8.6
51,1,498,8.6
201,0,3,8.6
34,1,-1,8.5
14,1,41,8.5
110,0,498,8.5
12,1,497,8.5
202,0,223,8.5
102,0,81,8.5
5,1,266,8.5
223,0,-1,8.5
5,0,-1,8.5
164,0,28,8.5
222,0,121,8.5
163,0,74,8.5
81,1,-1,8.5
50,0,113,8.5
412,1,223,8.5
43,1,154,8.5
110,0,498,8.5
105,0,412,8.5
163,1,223,8.5
126,1,14,8.5
110,1,498,8.5
30,1,223,8.5
163,1,-1,8.5
40,1,14,8.5
18,1,498,8.5
76,0,10,8.5
18,0,41,8.5
110,0,164,8.5
497,0,50,8.5
81,1,110,8.5
268,1,2,8.5
142,0,-1,8.5
164,1,163,8.5
39,1,-1,8.5
51,1,498,8.5
110,0,-1,8.5
81,1,498,8.5
72,1,223,8.5
201,0,223,8.5
126,0,40,8.5
5,1,498,8.5
121,0,41,8.5
498,0,14,8.8
96,1,145,8.8
110,0,5,8.8
43,1,5,8.8
81,0,145,8.8
16,1,43,8.8
429,0,-1,8.8
14,0,121,8.8
8,0,-1,8.8
163,1,164,8.8
38,0,30,8.8
39,1,164,8.8
78,0,13,8.8
24,1,25,8.8
51,1,27,8.7
40,1,-1,8.7
14,1,25,8.7
41,0,39,8.7
223,1,2,8.7
81,0,5,8.7
89,1,13,8.7
164,1,2,8.7
81,1,-1,8.7
43,1,142,8.7
81,1,110,8.7
8,1,121,8.7
13,1,5,8.7
81,1,5,8.7
69,1,-1,8.7
202,1,121,8.7
245,0,24,8.7
110,1,-1,8.7
23,1,13,8.7
69,1,5,8.7
497,1,81,8.7
150,0,154,8.7
81,0,145,8.7
163,0,50,8.7
39,1,-1,8.7
201,1,12,8.7
68,1,145,8.7
20,1,2,8.7
81,1,69,8.7
72,1,164,8.6
13,1,-1,8.6
145,1,-1,8.6
163,1,121,8.6
113,0,121,8.6
163,0,13,8.6
150,1,12,8.6
78,1,145,8.6
412,0,121,8.6
145,1,13,8.6
201,0,2,8.6
412,1,164,8.6
30,1,2,8.6
141,0,28,8.6
27,0,121,8.6
27,1,-1,8.6
497,0,76,8.6
154,0,-1,8.6
55,1,-1,8.6
163,0,40,8.6
164,1,2,8.6
497,1,41,8.6
202,1,-1,8.6
24,0,41,8.6
121,1,-1,8.6
497,1,105,8.8
41,1,2,8.8
54,0,7,8.8
2,1,-1,8.8
50,0,-1,8.8
412,0,121,8.8
498,1,121,8.8
497,0,7,8.8
412,1,164,8.8
78,1,13,8.8
25,0,13,8.8
69,0,41,8.8
81,1,72,8.8
25,0,-1,8.8
51,1,5,8.7
126,1,-1,8.7
42,0,81,8.7
13,0,-1,8.7
69,0,105,8.7
43,1,164,8.7
64,0,145,8.7
15,1,13,8.7
41,0,164,8.7
43,1,13,8.7
8,0,164,8.7
76,0,-1,8.7
13,0,16,8.7
497,0,-1,8.7
81,1,7,8.7
64,0,2,8.7
39,0,50,8.7
41,1,50,8.7
16,1,12,8.7
119,1,39,8.7
81,1,5,8.7
5,1,13,8.7
69,0,164,8.7
81,0,145,8.7
13,0,145,8.7
51,0,145,8.7
104,0,223,8.7
51,1,164,8.7
202,1,51,8.7
164,1,39,8.7
126,1,145,8.7
145,1,3,8.7
223,1,-1,8.7
50,0,25,8.7
75,1,105,8.7
110,1,121,8.7
245,1,145,8.7
50,1,163,8.6
498,0,25,8.6
101,0,268,8.6
61,1,72,8.6
50,1,498,8.6
3,1,142,8.6
121,1,223,8.6
157,0,121,8.6
50,1,164,8.6
98,0,2,8.6
59,1,13,8.6
14,0,202,8.6
81,0,497,8.6
41,0,27,8.6
498,0,13,8.6
25,1,145,8.6
121,0,164,8.6
12,0,-1,8.6
58,0,497,8.6
34,1,145,8.6
516,0,-1,8.8
223,1,121,8.8
80,1,69,8.8
498,0,86,8.8
114,0,51,8.8
202,0,-1,8.8
161,0,-1,8.8
2,1,25,8.8
43,1,5,8.8
27,1,43,8.8
13,1,498,8.8
12,0,497,8.8
145,1,7,8.8
498,0,5,8.8
121,1,13,8.8
154,0,13,8.8
28,1,164,8.8
76,1,86,8.8
81,1,25,8.8
105,1,497,8.8
164,1,121,8.8
201,0,-1,8.8
51,1,39,8.8
48,0,498,8.8
201,1,78,8.8
48,0,25,8.8
412,1,145,8.8
105,0,27,8.8
67,1,145,8.8
5,1,497,8.8
516,0,76,8.8
2,0,142,8.8
412,0,121,8.8
24,1,39,8.8
136,0,41,8.8
8,0,497,8.8
157,0,145,8.8
164,0,38,8.8
25,0,142,8.8
51,1,164,8.8
267,1,154,8.8
81,1,-1,8.8
13,1,-1,8.8
78,0,-1,8.7
164,1,498,8.7
16,0,23,8.7
164,1,39,8.7
30,0,50,8.7
121,1,12,8.7
164,0,142,8.7
122,1,41,8.6
134,1,145,8.6
110,0,50,8.6
145,0,497,8.8
51,0,-1,8.8
412,1,121,8.8
64,1,-1,8.8
8,0,69,8.8
51,1,145,8.8
150,0,13,8.7
48,0,223,8.7
8,1,145,8.7
105,0,51,8.7
201,0,-1,8.7
2,1,12,8.7
2,0,164,8.7
12,1,-1,8.7
202,1,-1,8.7
145,1,164,8.7
27,1,2,8.7
2,0,69,8.6
114,0,498,8.6
13,0,145,8.6
51,1,121,8.6
201,0,41,8.6
113,0,3,8.6
41,0,497,8.6
13,0,498,8.5
16,1,76,8.5
18,1,2,8.5
202,0,38,8.5
113,1,3,8.5
222,0,5,8.5
14,1,24,8.5
76,0,164,8.5
24,1,154,8.5
51,1,13,8.5
142,0,3,8.5
498,1,72,8.5
53,1,14,8.5
122,0,164,8.5
114,0,76,8.5
41,0,2,8.5
44,1,-1,8.5
245,1,164,8.5
24,1,50,8.5
113,0,-1,8.5
201,0,105,8.5
121,0,145,8.5
497,1,268,8.5
268,0,76,8.5
163,0,76,8.5
42,0,268,8.5
34,0,76,8.5
245,1,110,8.5
50,1,40,8.5
72,1,24,8.5
13,1,28,8.5
516,1,25,8.8
25,0,-1,8.8
98,0,25,8.8
78,1,122,8.8
14,1,13,8.8
412,0,2,8.7
50,0,142,8.7
51,0,39,8.7
114,1,-1,8.7
145,0,25,8.7
497,0,-1,8.7
13,1,-1,8.7
157,1,27,8.7
202,1,76,8.7
14,1,50,8.7
72,0,41,8.7
498,1,25,8.6
498,1,-1,8.6
164,1,2,8.6
91,1,28,8.6
223,1,145,8.6
121,0,-1,8.6
121,0,50,8.6
114,1,2,8.5
223,1,3,8.5
497,1,2,8.5
81,0,223,8.5
113,1,69,8.5
113,1,154,8.5
43,1,14,8.5
113,1,145,8.5
12,1,2,8.5
223,0,498,8.5
102,0,498,8.5
12,1,498,8.5
150,0,2,8.5
154,0,121,8.5
16,0,121,8.5
40,1,2,8.5
13,0,50,8.5
113,1,110,8.5
3,1,2,8.5
154,1,14,8.5
51,0,164,8.5
51,0,-1,8.5
44,0,51,8.5
268,0,40,8.5
497,1,164,8.5
40,0,72,8.5
12,1,2,8.5
44,0,-1,8.5
98,1,2,8.5
44,1,110,8.5
69,0,34,8.5
41,0,121,8.5
421,1,223,8.5
268,0,69,8.5
164,0,223,8.5
41,1,121,8.5
516,1,50,8.5
38,0,110,8.5
24,0,-1,8.5
498,1,13,8.5
113,1,142,8.5
42,0,7,8.5
110,0,-1,8.5
40,0,-1,8.5
164,1,80,8.5
126,1,50,8.5
498,1,223,8.5
41,1,121,8.8
134,0,41,8.8
412,1,13,8.8
2,0,5,8.8
114,0,25,8.8
142,0,2,8.8
82,1,497,8.8
3,0,-1,8.8
136,1,76,8.8
145,0,43,8.8
150,0,114,8.8
5,0,8,8.8
3,1,121,8.8
98,0,-1,8.8
43,0,50,8.7
51,0,50,8.7
498,0,121,8.7
30,0,76,8.7
412,1,27,8.7
223,1,41,8.7
76,0,-1,8.7
2,1,-1,8.7
157,0,154,8.7
50,0,498,8.7
81,0,7,8.7
142,1,-1,8.7
41,0,50,8.6
110,0,13,8.6
202,0,110,8.6
268,1,497,8.6
202,1,51,8.5
113,0,497,8.5
163,0,50,8.5
16,1,2,8.5
2,0,-1,8.5
72,1,-1,8.5
81,1,164,8.5
51,1,-1,8.8
164,0,5,8.8
142,1,39,8.8
498,1,-1,8.8
223,1,7,8.8
81,0,145,8.8
12,1,105,8.8
145,0,41,8.8
13,1,142,8.8
8,0,14,8.8
19,1,497,8.8
48,0,-1,8.8
18,1,114,8.8
89,0,5,8.8
90,0,121,8.8
2,1,81,8.8
54,0,121,8.8
266,0,157,8.8
13,1,12,8.8
164,0,145,8.8
412,1,25,8.8
48,0,136,8.8
24,1,-1,8.7
114,1,41,8.7
163,1,497,8.7
121,1,38,8.7
163,1,25,8.7
412,1,497,8.7
43,0,-1,8.7
89,0,5,8.7
154,1,8,8.7
113,1,-1,8.7
164,1,2,8.7
24,0,-1,8.7
25,1,145,8.7
81,0,145,8.7
82,1,163,8.7
163,1,145,8.7
113,1,13,8.7
497,0,163,8.7
121,1,25,8.7
13,0,50,8.7
497,0,145,8.7
201,1,498,8.7
245,0,145,8.7
89,1,72,8.7
72,1,81,8.7
150,1,145,8.7
142,1,145,8.7
136,1,-1,8.7
51,1,76,8.7
39,0,23,8.7
72,0,41,8.7
164,1,13,8.6
157,1,145,8.6
3,1,2,8.6
3,0,76,8.6
121,1,40,8.6
31,0,18,8.6
69,1,-1,8.6
81,0,142,8.6
30,0,41,8.6
81,1,121,8.6
113,0,121,8.8
54,1,126,8.8
7,0,25,8.8
2,1,21,8.8
41,0,8,8.8
13,1,39,8.8
81,1,13,8.8
497,1,25,8.8
64,0,498,8.8
8,0,164,8.8
81,1,13,8.8
13,0,39,8.8
81,0,39,8.8
5,0,157,8.8
142,1,39,8.8
127,0,145,8.8
78,1,41,8.8
145,0,-1,8.8
412,0,27,8.8
497,1,38,8.8
16,0,114,8.8
8,1,-1,8.8
61,1,27,8.8
48,0,13,8.8
12,1,5,8.8
15,0,110,8.8
16,1,121,8.8
24,0,163,8.8
202,0,-1,8.8
2,1,145,8.8
18,1,163,8.8
163,0,121,8.8
110,1,76,8.8
8,0,69,8.7
12,1,2,8.7
113,0,28,8.7
202,1,497,8.7
163,1,14,8.7
27,1,25,8.7
64,0,8,8.7
145,0,498,8.7
69,0,-1,8.7
142,0,498,8.7
41,0,497,8.7
2,0,145,8.7
43,1,51,8.7
43,1,39,8.7
8,1,145,8.7
50,0,28,8.7
150,0,145,8.7
497,1,145,8.7
12,1,164,8.7
497,0,13,8.7
13,1,2,8.7
89,0,13,8.7
498,1,-1,8.7
497,1,164,8.7
7,1,105,8.7
78,0,498,8.7
25,0,50,8.7
12,1,2,8.7
157,1,121,8.7
498,0,-1,8.7
497,1,105,8.8
24,1,-1,8.8
8,0,498,8.8
24,1,76,8.8
202,0,51,8.7
30,1,24,8.7
497,1,223,8.7
81,1,72,8.7
40,0,497,8.7
50,0,-1,8.7
164,1,5,8.7
78,1,25,8.7
164,1,2,8.5
81,0,2,8.5
498,0,41,8.5
58,1,33,8.5
201,0,-1,8.5
154,1,30,8.5
30,0,76,8.5
85,0,498,8.5
3,1,113,8.5
113,0,36,8.5
2,1,268,8.5
126,0,497,8.5
201,0,223,8.5
81,1,154,8.5
41,0,121,8.5
13,0,223,8.5
69,0,3,8.5
114,0,-1,8.5
30,1,223,8.4
110,1,164,8.4
13,1,3,8.4
31,0,223,8.4
432,1,498,8.4
150,1,-1,8.4
59,0,498,8.4
121,0,-1,8.4
50,1,110,8.4
110,1,-1,8.4
40,0,164,8.4
154,1,76,8.4
421,1,-1,8.4
24,0,164,8.4
92,0,-1,8.4
81,0,14,8.4
68,1,-1,8.4
69,0,498,8.4
81,1,-1,8.4
13,1,14,8.4
51,0,38,8.4
51,1,164,8.4
81,1,497,8.4
14,0,41,8.4
90,0,223,8.4
161,1,164,8.4
51,1,268,8.4
51,0,72,8.4
154,0,72,8.4
112,1,268,8.4
51,1,3,8.4
412,1,12,8.4
67,1,497,8.4
201,1,268,8.4
122,0,-1,8.4
51,0,30,8.4
12,1,223,8.4
164,0,268,8.4
67,1,142,8.4
497,1,72,8.4
14,1,13,8.4
51,1,81,8.4
81,1,143,8.4
164,0,50,8.4
223,0,41,8.3
8,1,13,8.8
60,1,121,8.7
110,1,497,8.7
136,0,-1,8.7
12,1,2,8.7
126,1,5,8.7
51,0,142,8.7
63,1,13,8.7
18,1,145,8.7
201,0,50,8.7
164,1,-1,8.7
48,1,69,8.7
126,0,142,8.7
12,0,107,8.6
202,0,2,8.6
497,0,223,8.6
150,0,164,8.6
154,1,8,8.6
12,1,223,8.6
202,0,-1,8.6
113,0,223,8.6
202,0,497,8.6
498,1,3,8.6
8,0,145,8.6
24,1,121,8.5
498,1,13,8.5
25,0,14,8.5
498,1,-1,8.5
50,0,110,8.5
164,1,89,8.5
24,1,498,8.5
114,1,50,8.5
13,0,113,8.5
14,1,-1,8.5
13,0,-1,8.5
498,0,8,8.5
150,1,164,8.5
81,1,38,8.5
266,0,13,8.5
12,0,164,8.5
121,1,38,8.5
113,0,142,8.5
223,1,7,8.5
51,1,-1,8.5
69,0,498,8.5
113,1,4,8.5
5,0,72,8.5
41,0,121,8.5
51,0,3,8.5
497,0,121,8.5
13,1,164,8.5
223,0,7,8.5
81,1,76,8.4
14,1,76,8.4
3,0,72,8.4
201,0,76,8.4
72,0,-1,8.4
110,0,41,8.4
497,0,3,8.4
72,0,223,8.4
41,0,110,8.4
98,1,-1,8.4
164,1,113,8.4
223,1,-1,8.4
20,0,142,8.4
164,1,498,8.4
81,0,3,8.4
51,1,498,8.4
24,1,150,8.4
114,0,112,8.4
41,0,50,8.4
76,0,-1,8.4
223,1,76,8.4
81,1,-1,8.4
